code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
la1041,anh văn 3a (nhu cầu),2,dl01,40/40,v,vũ thị hải ngọc,,,,,
la1041,anh văn 3a (nhu cầu),2,dl03,30/40,v,phùng anh thy,,,,,
me5231,kỹ thuật dệt hiện đại,4,ch01,3/80,v,bùi mai hương,chưa biết,--,------,1,
me4099,luận văn tốt nghiệp (hd),9,t01,0/500,v,trịnh thị kim huệ,chưa biết,--,------,1,
ee3061,đồ án,1,a01,2/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee3061,đồ án,1,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee3061,đồ án,1,l01,2/900,v,chưa/đang phân công,chưa biết,--,------,2,
im5127,quản trị chất lượng dịch vụ khám chữa bệnh,3,ch01,25/60,v,nguyễn thúy quỳnh loan,thứ 7,- - - - - - - - - 10 11 12 - - - -,b8-303,1,
ee5029,luận văn tốt nghiệp,4,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me4387,đồ án tốt nghiệp (ktck),4,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
me4387,đồ án tốt nghiệp (ktck),4,cc01,18/9000,v,phạm minh tuấn,chưa biết,--,------,1,
me4387,đồ án tốt nghiệp (ktck),4,l01,71/9000,v,phạm minh tuấn,chưa biết,--,------,2,
me4387,đồ án tốt nghiệp (ktck),4,t01,1/500,v,phạm minh tuấn,chưa biết,--,------,1,
ci7687,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6089,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr4367,đồ án tốt nghiệp,4,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
tr4367,đồ án tốt nghiệp,4,cc01,26/9000,v,lê thị hồng hiếu,chưa biết,--,------,1,
tr4367,đồ án tốt nghiệp,4,l01,0/100,v,lê thị hồng hiếu,chưa biết,--,------,2,
tr4367,đồ án tốt nghiệp,4,t01,1/500,v,chưa/đang phân công,chưa biết,--,------,1,
ch4333,luận văn tốt nghiệp(cntp,9,t01,0/500,v,trần văn nguyên,chưa biết,--,------,1,
as6063,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,0/200,v,huỳnh thị hồng diễm,chưa biết,--,------,1,
ch5603,công nghệ chất hoạt động bề mặt trong công nghiệp,3,ch01,48/60,v,lê thị hồng nhan,,,,,
ci5139,quản lý rủi ro trong xây dựng,3,ch01,30/80,v,đỗ tiến sỹ,thứ 2,- - - - - - - - - - - - 13 14 15 -,b1-310,1,
ci4365,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci7691,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr3003,cơ học vậtliệu hàngkhông,3,a01,23/60,v,nguyễn song thanh thảo,thứ 5,- - - - - - - - 9 10 - - - - - -,b4-401,1,
tr3003,cơ học vậtliệu hàngkhông,3,l01,42/60,v,lê đình tuân,thứ 2,- - - - - - - - 9 10 - - - - - -,h6-415,2,
tr3003,cơ học vậtliệu hàngkhông,3,l02,27/60,v,lê đình tuân,thứ 2,- - - - - - - - - - 11 12 - - - -,h1-310,2,
im3041,hệ hỗ trợ q/định & ttkd,3,l01,60/60,v,nguyễn ngọc bình phương,thứ 3,- 2 3 - - - - - - - - - - - - -,h1-804,2,
me2177,thiết kế công việc và ergonomics,3,cc01_cc01,25/25,v,nguyễn vạng phúc nguyên,,,,,
me2177,thiết kế công việc và ergonomics,3,cc01_cc02,23/25,v,nguyễn vạng phúc nguyên,,,,,
me2177,thiết kế công việc và ergonomics,3,cc01_cc03,26/26,v,nguyễn vạng phúc nguyên,,,,,
me2177,thiết kế công việc và ergonomics,3,l01_l01,20/20,v,nguyễn hữu phúc,,,,,
me2177,thiết kế công việc và ergonomics,3,l01_l02,20/20,v,nguyễn hữu phúc,,,,,
me2177,thiết kế công việc và ergonomics,3,l02_l04,20/20,v,nguyễn hữu phúc,,,,,
me2177,thiết kế công việc và ergonomics,3,l02_l05,20/20,v,nguyễn hữu phúc,,,,,
me2177,thiết kế công việc và ergonomics,3,l02_l06,20/20,v,nguyễn hữu phúc,,,,,
ee7165,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci5239,phát triển bền vững trong xây dựng,3,ch01,12/60,v,lê anh tuấn,,,,,
ci5239,phát triển bền vững trong xây dựng,3,im01,11/40,ta,trần hải yến,thứ 5,- - - - - - - - - - - - 13 14 15 -,a4-507,1,
ci5775,kết cấu thép-bê tông liên hợp,3,ch01,10/40,v,lê văn phước nhân,chủ nhật,- - - - - - - - - 10 11 12 - - - -,a4-509,1,
me2003,nguyên lý máy,3,a01_a01,43/80,v,bùi trọng hiếu,,,,,
me2003,nguyên lý máy,3,cc01_cc01,75/80,v,phạm minh tuấn,,,,,
me2003,nguyên lý máy,3,cc02_cc02,72/80,v,,,,,,
me2003,nguyên lý máy,3,l01_l01,80/80,v,nguyễn văn thạnh,,,,,
ci5279,thiết kế kháng chấn cho công trình,3,ch01,10/60,v,hồ đức duy,chủ nhật,- - - - - - - - - 10 11 12 - - - -,b4-504,1,
ci4131,kết cấu công trình thép,3,l01,59/60,v,lê văn phước nhân,thứ 5,- - - - - - - - 9 10 - - - - - -,h6-313,2,
me4023,dieudo trong chuoi c/ung,3,cc01_cc01,25/25,v,đỗ ngọc hiền,,,,,
me4023,dieudo trong chuoi c/ung,3,cc01_cc02,25/25,v,đỗ ngọc hiền,,,,,
me4023,dieudo trong chuoi c/ung,3,l01_l01,15/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l01_l02,24/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l02_l03,25/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l02_l04,25/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l03_l05,25/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l03_l06,16/25,v,,,,,,
me4023,dieudo trong chuoi c/ung,3,l04_l07,23/25,v,,,,,,
ch4347,luận văn tốt nghiệp (csh,9,a01,0/900,v,hoàng mỹ dung,chưa biết,--,------,1,
ch4347,luận văn tốt nghiệp (csh,9,cc01,0/900,v,hoàng mỹ dung,chưa biết,--,------,1,
ch4347,luận văn tốt nghiệp (csh,9,l01,0/500,v,hoàng mỹ dung,chưa biết,--,------,2,
ch4347,luận văn tốt nghiệp (csh,9,t01,0/500,v,hoàng mỹ dung,chưa biết,--,------,1,
ee7131,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co2013,hệ cơ sở dữ liệu,4,cc01_cc01,31/40,v,phan trọng nhân,,,,,
co2013,hệ cơ sở dữ liệu,4,cc01_cc02,18/40,v,phan trọng nhân,,,,,
co2013,hệ cơ sở dữ liệu,4,cc02_cc03,38/40,v,phan trọng nhân,,,,,
co2013,hệ cơ sở dữ liệu,4,l01_l01,38/40,v,trương quỳnh chi,,,,,
co2013,hệ cơ sở dữ liệu,4,l01_l02,37/40,v,trương quỳnh chi,,,,,
co2013,hệ cơ sở dữ liệu,4,l02_l03,40/40,v,trương quỳnh chi,,,,,
co2013,hệ cơ sở dữ liệu,4,l02_l04,40/40,v,trương quỳnh chi,,,,,
iu4317,luận văn tốt nghiệp,9,a01,0/900,v,lê hoài phương,chưa biết,--,------,1,
iu4317,luận văn tốt nghiệp,9,cc01,0/900,v,lê hoài phương,chưa biết,--,------,1,
iu4317,luận văn tốt nghiệp,9,l01,0/100,v,lê hoài phương,chưa biết,--,------,2,
iu4317,luận văn tốt nghiệp,9,t01,0/500,v,lê hoài phương,chưa biết,--,------,1,
ch4079,hóa học xanh,3,a01,59/80,v,lê vũ hà,thứ 4,- 2 3 - - - - - - - - - - - - -,b4-502,1,
ch4079,hóa học xanh,3,cc01,80/80,v,nguyễn đăng khoa,thứ 5,- 2 3 - - - - - - - - - - - - -,b4-502,1,
ch4079,hóa học xanh,3,cc02,80/80,v,lê vũ hà,thứ 5,- - - 4 5 - - - - - - - - - - -,b4-501,1,
ch4079,hóa học xanh,3,l01,85/80,v,hồ hoàng phước,thứ 2,- 2 3 - - - - - - - - - - - - -,h6-412,2,
ch4079,hóa học xanh,3,l02,80/80,v,nguyễn đăng khoa,thứ 4,- 2 3 - - - - - - - - - - - - -,h1-802,2,
ch4079,hóa học xanh,3,l03,80/80,v,hồ hoàng phước,thứ 2,- - - 4 5 - - - - - - - - - - -,h2-302,2,
ch4079,hóa học xanh,3,l04,80/80,v,nguyễn đăng khoa,thứ 4,- - - 4 5 - - - - - - - - - - -,h1-803,2,
ch4079,hóa học xanh,3,l05,80/80,v,hồ hoàng phước,thứ 5,- - - - - - - - 9 10 - - - - - -,h3-205,2,
ch4079,hóa học xanh,3,l06,70/70,v,hồ hoàng phước,thứ 5,- - - 4 5 - - - - - - - - - - -,h3-205,2,
ch4079,hóa học xanh,3,l07,80/80,v,hồ hoàng phước,thứ 5,- - - - - - 7 8 - - - - - - - -,h3-205,2,
ma4311,đề cương luận văn tn,0,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
im3073,điều độ sản xuất,3,l01,80/80,v,đường võ hùng,thứ 5,- 2 3 - - - - - - - - - - - - -,h1-802,2,
ch2039,kỹ thuật thực phẩm 3,3,cc01,32/70,v,nguyễn thị lê liên,,,,,
ch2039,kỹ thuật thực phẩm 3,3,l01,59/80,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,h3-206,2,
me4135,thiết kế hệ thống robot,3,cc01_cc01,3/60,v,nguyễn quốc chí,,,,,
me3223,quản lý dự án,3,cc01_cc01,18/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,cc01_cc02,15/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,cc02_cc03,13/20,v,,,,,,
me3223,quản lý dự án,3,cc02_cc04,20/20,v,,,,,,
me3223,quản lý dự án,3,l01_l01,17/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l01_l02,20/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l01_l03,18/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l02_l04,19/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l02_l05,11/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l02_l06,20/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l03_l07,20/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l03_l08,15/20,v,tran quynh le,,,,,
me3223,quản lý dự án,3,l03_l09,20/20,v,tran quynh le,,,,,
ci5137,quản lý dự án xây dựng nâng cao,3,ch01,33/50,v,lương đức long,thứ 7,- - - - - - - 8 9 10 - - - - - -,b6-302,1,
ee3005,đo lường công nghiệp,3,a01_a01,30/30,v,nguyễn đức hoàng,,,,,
ee3005,đo lường công nghiệp,3,l01_l01,29/30,v,nguyễn đức hoàng,,,,,
ee3005,đo lường công nghiệp,3,l01_l02,30/30,v,nguyễn đức hoàng,,,,,
ee3005,đo lường công nghiệp,3,l02_l03,29/30,v,nguyễn đức hoàng,,,,,
ee3005,đo lường công nghiệp,3,l02_l04,30/30,v,nguyễn đức hoàng,,,,,
ee3005,đo lường công nghiệp,3,l03_l05,22/30,v,,,,,,
ee3005,đo lường công nghiệp,3,l03_l06,22/30,v,,,,,,
ee3005,đo lường công nghiệp,3,l04_l07,23/30,v,,,,,,
ee3005,đo lường công nghiệp,3,l04_l08,30/30,v,,,,,,
me4015,trung tâm nhiệt điện,3,l01_l02,17/30,v,trần văn hưng,,,,,
ci5169,quy hoạch mạng lưới đường,3,ch01,3/56,v,nguyễn xuân long,chưa biết,--,------,1,
ee2035,mạch điện tử,3,a01_a01,25/25,v,trịnh xuân dũng,,,,,
ee2035,mạch điện tử,3,a01_a02,25/25,v,trịnh xuân dũng,,,,,
ee2035,mạch điện tử,3,a01_a03,25/25,v,trịnh xuân dũng,,,,,
ee2035,mạch điện tử,3,a02_a04,25/25,v,đặng ngọc hạnh,,,,,
ee2035,mạch điện tử,3,a02_a05,25/25,v,đặng ngọc hạnh,,,,,
ee2035,mạch điện tử,3,a02_a06,25/25,v,đặng ngọc hạnh,,,,,
ee2035,mạch điện tử,3,a03_a07,20/25,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,a03_a08,25/25,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,a03_a09,22/25,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l01_l01,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l01_l02,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l01_l03,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l01_l04,23/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l01_l30,16/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l02_l05,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l02_l06,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l02_l07,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l02_l08,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l02_l28,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l03_l09,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l03_l10,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l03_l11,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l03_l12,23/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l04_l13,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l04_l14,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l04_l15,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l04_l16,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l04_l26,24/24,v,đinh quốc hùng,,,,,
ee2035,mạch điện tử,3,l05_l17,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l05_l18,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l05_l19,23/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l05_l20,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l05_l29,24/24,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l06_l21,24/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l06_l22,23/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l06_l23,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l06_l24,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,l06_l25,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,n1ht_n1h2,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,n1ht_n1h3,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,n1ht_n1h4,22/22,v,quản trọng lê hoàng,,,,,
ee2035,mạch điện tử,3,n1ht_n1ht,22/22,v,quản trọng lê hoàng,,,,,
tr4111,đồ án chuyên ngành hàng không ( song ngành),2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
en7255,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge7179,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee2017,cơ sở kỹ thuật điện,3,a01_a01,25/25,v,mai bá lộc,,,,,
ee2017,cơ sở kỹ thuật điện,3,a01_a02,26/25,v,mai bá lộc,,,,,
ee2017,cơ sở kỹ thuật điện,3,a01_a03,24/25,v,mai bá lộc,,,,,
ee2017,cơ sở kỹ thuật điện,3,l01_l01,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l01_l02,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l01_l03,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l02_l04,26/25,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,l02_l05,25/25,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,l02_l06,25/25,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,l03_l07,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l03_l08,26/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l03_l09,24/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l04_l10,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l04_l11,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l04_l12,25/25,v,ngô mạnh dũng,,,,,
ee2017,cơ sở kỹ thuật điện,3,l05_l13,25/25,v,trần công binh,,,,,
ee2017,cơ sở kỹ thuật điện,3,l05_l14,25/25,v,trần công binh,,,,,
ee2017,cơ sở kỹ thuật điện,3,l05_l15,25/25,v,trần công binh,,,,,
ee2017,cơ sở kỹ thuật điện,3,n1ht_n1h1,22/22,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,n1ht_n1h2,23/22,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,n1ht_n1h3,22/22,v,phan quang ấn,,,,,
ee2017,cơ sở kỹ thuật điện,3,n1ht_n1ht,22/22,v,phan quang ấn,,,,,
ch4129,công nghệ lọc và cb dầu,3,l01,15/60,v,lưu cẩm lộc,thứ 2,- - - 4 5 - - - - - - - - - - -,h3-103,2,
ma3093,công nghệ gốm sứ,3,l01,14/60,v,nguyễn vũ uyên nhi,,,,,
sp1033,k/tế chính trị mac-lênin,2,a01,137/140,v,vũ quốc phong,thứ 6,- - - - - - - 8 9 - - - - - - -,c5-hoitruong,1,
sp1033,k/tế chính trị mac-lênin,2,a02,139/140,v,,thứ 4,- - - - - - - 8 9 - - - - - - -,c5-hoitruong,1,
sp1033,k/tế chính trị mac-lênin,2,cc01,138/140,v,,thứ 4,- - - - - - - - - 10 11 - - - - -,c5-hoitruong,1,
sp1033,k/tế chính trị mac-lênin,2,cc02,139/140,v,vũ quốc phong,thứ 2,- - - - - - - 8 9 - - - - - - -,c5-hoitruong,1,
sp1033,k/tế chính trị mac-lênin,2,cc03,54/140,v,trần thị sen,thứ 6,- 2 3 - - - - - - - - - - - - -,b6-gdb6,1,
sp1033,k/tế chính trị mac-lênin,2,cc04,140/140,v,trần thị sen,thứ 6,- - - 4 5 - - - - - - - - - - -,b6-gdb6,1,
sp1033,k/tế chính trị mac-lênin,2,cc05,136/140,v,vũ quốc phong,thứ 3,- - - 4 5 - - - - - - - - - - -,c5-hoitruong,1,
sp1033,k/tế chính trị mac-lênin,2,cc06,98/140,v,vũ quốc phong,thứ 5,- 2 3 - - - - - - - - - - - - -,b6-gdb6,1,
sp1033,k/tế chính trị mac-lênin,2,cc07,130/140,v,vũ quốc phong,thứ 3,- - - - - - - - 9 10 - - - - - -,b6-gdb6,1,
sp1033,k/tế chính trị mac-lênin,2,cc08,138/140,v,vũ quốc phong,thứ 3,- - - - - - - - - - 11 12 - - - -,b6-gdb6,1,
sp1033,k/tế chính trị mac-lênin,2,l01,320/320,v,trần thị sen,thứ 2,- - - - - - - - 9 10 - - - - - -,h1-gdh1,2,
sp1033,k/tế chính trị mac-lênin,2,l02,319/320,v,trần thị sen,thứ 2,- - - - - - - - - - 11 12 - - - -,h1-gdh1,2,
sp1033,k/tế chính trị mac-lênin,2,l03,318/320,v,,thứ 3,- - - - 5 6 - - - - - - - - - -,h1-gdh1,2,
sp1033,k/tế chính trị mac-lênin,2,l04,320/320,v,trần thị sen,thứ 6,- - - - - - - - 9 10 - - - - - -,h1-gdh1,2,
sp1033,k/tế chính trị mac-lênin,2,l05,319/320,v,,thứ 5,- - - - - - - - - - 11 12 - - - -,h1-gdh1,2,
sp1033,k/tế chính trị mac-lênin,2,l06,319/320,v,,thứ 5,- - - - - - - - 9 10 - - - - - -,h1-gdh1,2,
tr3037,các ht trang thiếtbị tàu,3,l01_l01,40/40,v,nguyễn vương chí,,,,,
as7071,tối ưu không trơn,3,ch01,1/60,v,huỳnh thị hồng diễm,chưa biết,--,------,1,
ge7163,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci7723,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co5085,học sâu và ứng dụng trong thị giác máy tính,3,ch01,45/80,v,lê thành sách,thứ 5,- - - - - - - - - - - - 13 14 15 -,b1-306,1,
ee7101,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
mt2015,xác suất và ứng dụng kt,3,cc01,28/80,v,,thứ 4,- - - - - - - - - - 11 12 - - - -,b10-205,1,
co4033,p/tích dữ liệu lớn &ttkd,3,l01,62/65,v,bui tien duc,thứ 4,- - - 4 5 - - - - - - - - - - -,h6-110,2,
ma7113,chuyên đề tiến sĩ - phần 1,0,ns01,1/200,v,chưa/đang phân công,chưa biết,--,------,1,
me4121,đồ án ngành 1,2,a01,0/900,v,lê song thanh quỳnh,chưa biết,--,------,1,
me4121,đồ án ngành 1,2,cc01,0/900,v,lê song thanh quỳnh,chưa biết,--,------,1,
me4121,đồ án ngành 1,2,l01,13/100,v,lê song thanh quỳnh,chưa biết,--,------,2,
me4121,đồ án ngành 1,2,t01,0/500,v,lê song thanh quỳnh,chưa biết,--,------,1,
ge2037,địa kỹ thuật 1,3,l01_l01,3/60,v,võ thanh long,,,,,
im7939,luận án tiến sĩ - phần 2,15,ns01,0/200,v,phạm ngọc trâm anh,chưa biết,--,------,1,
ch2051,q/trình &tbị truyền khối,3,cc01,14/60,v,trần tấn việt,thứ 5,- - - 4 5 - - - - - - - - - - -,b6-305,1,
ch2051,q/trình &tbị truyền khối,3,l01,45/70,v,trịnh văn dũng,thứ 6,- 2 3 - - - - - - - - - - - - -,h6-213,2,
ci6109,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6103,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me6135,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me2169,kđ &đánh giá cl trong dm,3,l01,46/80,v,lê song thanh quỳnh,,,,,
ee5161,chuyên đề nghiên cứu 3,3,ch01,1/80,v,nguyễn văn nhờ,chưa biết,--,------,1,
tr4333,luận văn tốt nghiệp (hkg,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me3007,vi điều khiển,3,a01_a01,11/25,v,phùng thanh huy,,,,,
me3007,vi điều khiển,3,a01_a02,24/25,v,phùng thanh huy,,,,,
me3007,vi điều khiển,3,cc01_cc01,19/25,v,lê đức hạnh,,,,,
me3007,vi điều khiển,3,cc01_cc02,25/25,v,lê đức hạnh,,,,,
me3007,vi điều khiển,3,cc02_cc03,17/25,v,võ tường quân,,,,,
me3007,vi điều khiển,3,cc02_cc04,25/25,v,võ tường quân,,,,,
me3007,vi điều khiển,3,l01_l01,24/25,v,phùng trí công,,,,,
me3007,vi điều khiển,3,l01_l02,25/25,v,phùng trí công,,,,,
me3007,vi điều khiển,3,l02_l03,25/25,v,phùng thanh huy,,,,,
me3007,vi điều khiển,3,l02_l04,25/25,v,phùng thanh huy,,,,,
me3007,vi điều khiển,3,l03_l05,25/25,v,nguyễn duy anh,,,,,
me3007,vi điều khiển,3,l03_l06,25/25,v,nguyễn duy anh,,,,,
me3007,vi điều khiển,3,l04_l07,25/25,v,lê đức hạnh,,,,,
me3007,vi điều khiển,3,l04_l08,25/25,v,lê đức hạnh,,,,,
im1015,kế toán tài chính,3,cc01,79/80,v,dương như hùng,thứ 2,- - - - - - - - - 10 11 - - - - -,c5-502,1,
